PERMNO,NAMEDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,BEGEXCHDATE,ENDEXCHDATE
16814,2017-07-14,11,3,9999,00972L10,AKCA,AKCEA THERAPEUTICS INC,2017-07-14,2020-10-09
16815,2019-05-15,11,3,9999,98421X10,XYN,XYNOMIC PHARMACEUTICALS HLDGS IN,2017-07-18,2019-07-16
16816,2017-08-07,11,3,9999,10922N10,BHF,BRIGHTHOUSE FINANCIAL INC,2017-08-07,2023-12-29
16818,2017-07-20,11,3,9999,13173L10,CLXT,CALYXT INC,2017-07-20,2023-12-29
16819,2017-07-19,11,3,9999,19188U20,CODA,CODA OCTOPUS GROUP INC,2017-07-19,2023-12-29
16820,2017-07-12,11,3,9999,18976310,CODX,C O DIAGNOSTICS INC,2017-07-12,2023-12-29
16821,2017-07-21,11,3,9999,26952G10,EFBI,EAGLE FINANCIAL BANCORP INC,2017-07-21,2019-12-20
16822,2017-07-20,73,3,6726,46434G76,EMXC,ISHARES INC,2017-07-20,2023-12-29
16823,2017-07-25,73,3,6726,74347B39,EQRR,PROSHARES TRUST,2017-07-25,2023-12-29
16824,2022-10-21,11,3,9999,48311920,KALA,KALA PHARMACEUTICALS INC,2017-07-20,2023-12-29
16825,2019-07-18,11,3,9999,29137T10,EMMA,EMMAUS LIFE SCIENCES INC,2017-07-14,2019-09-10
16826,2017-07-28,12,3,9999,G6433510,NEWA,NEWATER TECHNOLOGY INC,2017-07-28,2021-07-13
16827,2017-07-21,11,3,9999,71639T10,PETQ,PETIQ INC,2017-07-21,2023-12-29
16828,2017-07-26,11,3,9999,74930B10,RBB,R B B BANCORP,2017-07-26,2023-12-29
16829,2017-07-28,11,3,9999,75737F10,RDFN,REDFIN CORP,2017-07-28,2023-12-29
16830,2017-07-27,11,3,9999,82622H10,SNNA,SIENNA BIOPHARMACEUTICALS INC,2017-07-27,2019-12-16
16831,2017-07-13,73,3,6726,52468L87,SQLV,LEGG MASON ETF INVESTMENT TR,2017-07-13,2023-12-29
16832,2017-07-13,73,3,6726,46435G24,SUSB,ISHARES TRUST,2017-07-13,2023-12-29
16833,2017-07-13,73,3,6726,46435G19,SUSC,ISHARES TRUST,2017-07-13,2023-12-29
16834,2017-07-31,11,3,9999,90238J10,TYME,TYME TECHNOLOGIES INC,2017-07-31,2022-09-16
16835,2017-07-12,73,4,6726,00768Y55,FNG,ADVISORSHARES TRUST,2017-07-12,2019-10-04
16836,2020-10-12,12,2,1081,36117T10,FURY,FURY GOLD MINES LTD,2017-07-17,2023-12-29
16837,2022-11-21,11,1,7011,09630810,BVH,BLUEGREEN VACATIONS HOLDING CORP,2017-07-13,2023-12-29
16840,2017-07-12,73,4,6726,25460E65,EUXL,DIREXION SHARES E T F TRUST,2017-07-12,2019-10-11
16841,2021-07-06,44,1,6726,27831H10,EFL,EATON VANCE FL RATE 2022 T TM TR,2017-07-27,2022-10-25
16842,2017-07-10,73,4,6726,44053G60,HSPX,HORIZONS E T F TR I,2017-07-10,2018-12-21
16843,2017-07-11,73,4,6726,66538H63,IBD,NORTHERN LIGHTS FUND TR IV,2017-07-11,2023-12-29
16844,2019-08-12,12,2,1081,82639W10,SMTS,SIERRA METALS INC,2017-07-11,2022-11-14
16845,2017-07-20,73,4,6726,91733T30,USOU,U S C F FUNDS TRUST,2017-07-20,2019-12-12
16848,2019-10-04,73,4,6726,91733T50,USOD,U S C F FUNDS TRUST,2017-07-20,2019-12-12
16849,2020-02-10,12,2,1081,G1757E11,CMCL,CALEDONIA MINING CORP PLC,2017-07-27,2023-12-29
16850,2019-04-30,31,1,7371,59483740,MFGP,MICRO FOCUS INTERNATIONAL PLC,2017-09-01,2023-01-30
16851,2020-03-26,11,1,2821,26614N10,DD,DUPONT DE NEMOURS INC,2017-09-01,2023-12-29
16852,2016-02-01,11,3,3670,20009T50,CBMX,COMBIMATRIX CORP,2007-08-15,2017-11-14
16853,2017-08-01,11,3,9999,06452010,BPRN,BANK OF PRINCETON,2017-08-01,2023-12-29
16856,2017-08-02,11,3,9999,04530L20,ASPU,ASPEN GROUP INC,2017-08-02,2023-03-30
16857,2017-08-03,11,3,9999,17322U20,CTXR,CITIUS PHARMACEUTICALS INC,2017-08-03,2023-12-29
16858,2017-08-17,73,4,6726,25460E68,EMBU,DIREXION SHARES E T F TRUST,2017-08-17,2018-09-24
16859,2017-08-09,73,4,6726,33733A20,EDOW,FIRST TRUST EXCHANGE TRADED FUND,2017-08-09,2023-12-29
16860,2017-08-23,73,4,6726,33739P85,FPEI,FIRST TR EXCHANGE TRADED FD III,2017-08-23,2023-12-29
16861,2017-08-31,73,4,6726,38748G10,BAR,GRANITESHARES GOLD TRUST,2017-08-31,2023-12-29
16864,2019-09-11,11,2,4953,62937510,NRCG,N R C GROUP HOLDINGS CORP,2017-08-01,2019-10-31
16865,2017-08-16,12,1,1041,49741E10,KL,KIRKLAND LAKE GOLD LTD,2017-08-16,2022-02-08
16866,2017-08-11,11,1,1389,75282U10,RNGR,RANGER ENERGY SERVICES INC,2017-08-11,2023-12-29
16867,2018-02-27,73,4,6726,84858T10,FMDG,SPINNAKER E T F SERIES,2017-08-21,2018-12-13
16868,2018-02-27,73,4,6726,84858T20,FFIU,SPINNAKER E T F SERIES,2017-08-21,2023-12-29
16869,2017-08-02,73,4,6726,89349P10,DMRL,TRANSAMERICA E T F TRUST,2017-08-02,2022-04-07
16871,2017-08-02,73,4,6726,89349P20,DMRM,TRANSAMERICA E T F TRUST,2017-08-02,2022-04-07
16872,2017-08-02,73,4,6726,89349P30,DMRS,TRANSAMERICA E T F TRUST,2017-08-02,2022-04-07
16873,2017-08-02,73,4,6726,89349P40,DMRI,TRANSAMERICA E T F TRUST,2017-08-02,2022-04-07
16874,2020-02-11,11,1,7929,00436Q10,ACEL,ACCEL ENTERTAINMENT INC,2017-08-18,2023-12-29
16875,2017-08-03,12,1,5169,G9329Z10,VNTR,VENATOR MATERIALS PLC,2017-08-03,2023-05-12
16876,2017-08-10,73,3,6726,46435G16,AMCA,ISHARES TRUST,2017-08-10,2021-08-23
16877,2022-05-27,12,3,9999,G5141310,FRGT,FREIGHT TECHNOLOGIES INC,2017-08-08,2023-12-29
16879,2017-08-02,12,3,6726,18557510,CMTA,CLEMENTIA PHARMACEUTICALS INC,2017-08-02,2019-04-17
16880,2019-08-30,11,3,9999,24984K10,DMTK,DERMTECH INC,2017-08-10,2023-12-29
16883,2017-08-18,11,3,9999,16842Q10,CSSE,CHICKEN SOUP FOR SOUL ENTMT INC,2017-08-18,2023-12-29
16887,2018-01-04,11,3,9999,27780230,EAST,EASTSIDE DISTILLING INC,2017-08-10,2023-12-29
16894,2017-08-11,12,3,9999,Q4937610,IMTE,INTEGRATED MEDIA TECHNOLOGY LTD,2017-08-11,2023-12-29
16895,2018-12-07,11,3,9999,20670410,BBCP,CONCRETE PUMPING HOLDINGS INC,2017-08-21,2023-12-29
16903,2017-08-22,11,3,9999,62818Q10,MBIO,MUSTANG BIO INC,2017-08-22,2023-12-29
16904,2017-08-29,11,3,9999,68375010,OPNT,OPIANT PHARMACEUTICALS INC,2017-08-29,2023-03-01
16905,2022-12-29,11,1,1311,82983N10,STR,SITIO ROYALTIES CORP NEW,2017-08-22,2023-12-29
16911,2022-10-03,11,3,2752,03038220,AVCT,AMERICAN VIRTUAL CLOUD TECH INC,2017-08-08,2023-01-19
16913,2019-07-24,11,3,9999,98600510,YOGA,YOGAWORKS INC,2017-08-11,2019-07-31
16914,2017-08-09,31,3,9999,98920Y30,ZEAL,ZEALAND PHARMA A S,2017-08-09,2022-09-29
16915,2019-08-09,11,2,7382,23258P10,CTEK,CYNERGISTEK INC,2017-09-08,2022-08-31
16917,2017-10-02,11,1,7372,09215C10,BKI,BLACK KNIGHT INC,2017-10-02,2023-09-01
16920,2017-10-02,11,1,3634,40701T10,HBB,HAMILTON BEACH BRANDS HLDG CO,2017-10-02,2023-12-29
16921,2021-03-18,11,3,9999,00183L10,ANGI,ANGI INC,2017-10-02,2023-12-29
16922,2018-08-23,11,3,9999,40417F10,HFFG,H F FOODS GROUP INC,2017-09-07,2023-12-29
16923,2017-09-20,11,3,9999,15102K10,CELC,CELCUITY INC,2017-09-20,2023-12-29
16924,2017-09-28,11,3,9999,24344T10,DCPH,DECIPHERA PHARMACEUTICALS INC,2017-09-28,2023-12-29
16925,2017-09-08,11,3,9999,31421V10,FSAC,FEDERAL STREET ACQUISITION CORP,2017-09-08,2019-01-04
16927,2022-11-30,11,3,9999,03958720,FUV,ARCIMOTO INC,2017-09-21,2023-12-29
16928,2017-09-20,11,3,9999,50114710,KRYS,KRYSTAL BIOTECH INC,2017-09-20,2023-12-29
16929,2017-09-28,31,3,9999,67022C10,NCNA,NUCANA PLC,2017-09-28,2023-12-29
16930,2017-09-28,31,3,9999,65413A10,NITE,NIGHTSTAR THERAPEUTICS PLC,2017-09-28,2019-06-06
16931,2022-06-14,12,3,9999,G8708411,PETZ,T D H HOLDINGS INC,2017-09-21,2023-12-29
16932,2017-09-28,11,3,9999,77543R10,ROKU,ROKU INC,2017-09-28,2023-12-29
16933,2022-11-28,31,3,9999,81367P20,SECO,SECOO HOLDING LTD,2017-09-22,2023-12-29
16936,2017-09-14,48,3,9999,89478910,TRMT,TREMONT MORTGAGE TRUST,2017-09-14,2021-09-30
16937,2017-09-01,12,3,9999,G9892K10,ZKIN,Z K INTERNATIONAL GROUP CO LTD,2017-09-01,2023-12-29
16938,2017-09-20,31,3,7372,98887Q10,ZLAB,ZAI LAB LTD,2017-09-20,2023-12-29
16939,2019-01-02,11,1,7371,57778K10,MAXR,MAXAR TECHNOLOGIES INC,2017-10-05,2023-05-02
16940,2022-05-20,31,1,7623,08653C50,BEST,BEST INC,2017-09-20,2023-12-29
16941,2017-09-27,73,4,6726,18386R20,BSCR,CLAYMORE E T F TRUST,2017-09-27,2018-04-06
16944,2017-09-27,73,4,6726,18386R40,BSJP,CLAYMORE E T F TRUST,2017-09-27,2018-05-18
16945,2017-09-18,73,4,6726,26922A65,MXDU,E T F SERIES SOLUTIONS,2017-09-18,2022-05-25
16946,2017-09-18,73,4,6726,26922A66,RBIN,E T F SERIES SOLUTIONS,2017-09-18,2022-05-25
16947,2017-09-18,73,4,6726,26922A67,RBUS,E T F SERIES SOLUTIONS,2017-09-18,2022-05-25
16948,2017-09-05,73,4,6726,35473P85,FLMB,FRANKLIN TEMPLETON E T F TRUST,2017-09-05,2023-12-29
16949,2017-09-05,73,4,6726,35473P86,FLMI,FRANKLIN TEMPLETON E T F TRUST,2017-09-05,2023-12-29
16952,2017-09-07,73,4,6726,38143045,GHYB,GOLDMAN SACHS E T F TRUST,2017-09-07,2023-12-29
16953,2017-09-28,73,4,6726,41653L30,HTRB,HARTFORD FUNDS E T TRUST,2017-09-28,2023-12-29
16954,2017-09-14,73,4,6726,46435UAA,IBDS,ISHARES TRUST,2017-09-14,2023-12-29
16955,2017-09-08,73,4,6726,50076786,OBOR,KRANESHARES TRUST,2017-09-08,2023-12-29
16956,2019-09-11,44,1,6722,67077P10,JEMD,NUVEEN EMERG MKTS DEBT 2022 TT F,2017-09-27,2022-11-25
16957,2019-12-24,71,3,1381,67420T20,OMP,OASIS MIDSTREAM PARTNERS LP,2017-09-21,2022-01-31
16958,2017-09-06,73,4,6726,72202L36,MFUS,PIMCO EQUITY SERIES,2017-09-06,2023-12-29
16959,2017-09-06,73,4,6726,72202L37,MFDX,PIMCO EQUITY SERIES,2017-09-06,2023-12-29
16960,2017-09-06,73,4,6726,72202L38,MFEM,PIMCO EQUITY SERIES,2017-09-06,2023-12-29
16961,2021-08-03,11,1,5169,27923Q10,ECVT,ECOVYST INC,2017-09-29,2023-12-29
16962,2022-10-14,31,1,8299,74979W20,GEHI,GRAVITAS EDUCATION HOLDINGS INC,2017-09-27,2023-12-29
16963,2017-09-20,12,1,4724,G2735810,DESP,DESPEGAR COM CORP,2017-09-20,2023-12-29
16964,2020-02-24,11,1,6799,92766K10,SPCE,VIRGIN GALACTIC HOLDINGS INC,2017-09-29,2023-12-29
16965,2017-10-06,11,1,6531,34623210,FOR,FORESTAR GROUP INC NEW,2017-10-06,2023-12-29
16966,2017-10-06,11,1,5712,87105L10,SWCH,SWITCH INC,2017-10-06,2022-12-05
16967,2017-10-12,11,3,9999,14178810,CARG,CARGURUS INC,2017-10-12,2023-12-29
16968,2017-10-19,11,3,9999,60937P10,MDB,MONGODB INC,2017-10-19,2023-12-29
16971,2017-10-26,11,3,9999,63845R10,EYE,NATIONAL VISION HOLDINGS INC,2017-10-26,2023-12-29
16973,2017-10-25,31,3,9999,00372Y10,ABLX,ABLYNX N V,2017-10-25,2018-06-12
16974,2021-03-22,11,3,9999,05475487,AYTU,AYTU BIOPHARMA INC,2017-10-20,2023-12-29
16975,2022-12-01,11,3,9999,01917010,AGAE,ALLIED GAMING & ENTERTAINMENT IN,2017-10-25,2023-12-29
16976,2017-10-18,11,3,9999,13215210,CATC,CAMBRIDGE BANCORP,2017-10-18,2023-12-29
16979,2017-10-26,73,3,6726,92647N80,CEY,VICTORY PORTFOLIOS II,2017-10-26,2022-12-22
16980,2019-03-15,12,3,9999,G7457R12,RBZ,REEBONZ HOLDING LTD NEW,2017-10-12,2020-04-29
16981,2017-10-23,11,3,9999,30258N10,FAT,F A T BRANDS INC,2017-10-23,2023-12-29
16982,2017-10-06,11,3,9999,31609R10,FDBC,FIDELITY D & D BANCORP INC,2017-10-06,2023-12-29
16983,2020-01-17,11,3,9999,30260M10,FFBW,F F B W INC MD,2017-10-11,2023-02-13
16984,2017-10-27,11,3,9999,34553D10,FSCT,FORESCOUT TECHNOLOGIES INC,2017-10-27,2020-08-14
16987,2019-11-08,11,3,9999,92332W10,VERO,VENUS CONCEPT INC,2017-10-12,2023-12-29
16988,2019-01-10,11,3,9999,82887P10,WINR,SIMPLICITY ESPORTS & GAMING CO,2017-10-09,2019-01-24
16989,2017-10-12,11,3,9999,68752L10,KIDS,ORTHOPEDIATRICS CORP,2017-10-12,2023-12-29
16990,2022-12-13,12,3,9999,G2836510,MATH,METALPHA TECHNOLOGY HOLDING LTD,2017-10-20,2023-12-29
16991,2017-10-27,11,3,9999,58844R10,MBIN,MERCHANTS BANCORP,2017-10-27,2023-12-29
16992,2017-10-13,11,3,9999,68404V10,OPTN,OPTINOSE INC,2017-10-13,2023-12-29
16995,2022-01-28,11,3,9999,73234410,PDLB,PONCE FINANCIAL GROUP INC,2017-10-02,2023-12-29
16996,2017-10-19,73,3,6726,74255Y85,PMOM,PRINCIPAL EXCHANGE TRADED FUNDS,2017-10-19,2020-08-14
16997,2017-10-19,73,3,6726,74255Y86,PVAL,PRINCIPAL EXCHANGE TRADED FUNDS,2017-10-19,2020-08-14
16998,2022-06-13,31,3,9999,62955X10,NAAS,NAAS TECHNOLOGY INC,2017-10-20,2023-12-29
16999,2020-05-20,11,3,9999,78138630,RMBL,RUMBLEON INC,2017-10-19,2023-12-29
17000,2017-10-05,11,3,9999,76243J10,RYTM,RHYTHM PHARMACEUTICALS INC,2017-10-05,2023-12-29
17001,2017-10-12,73,3,6726,74255Y87,USMC,PRINCIPAL EXCHANGE TRADED FUNDS,2017-10-12,2023-12-29
17002,2017-10-26,71,1,4612,0556EL10,BPMP,B P MIDSTREAM PARTNERS LP,2017-10-26,2022-04-04
17003,2017-10-12,73,4,6726,19761L50,DIAL,COLUMBIA E T F TRUST I,2017-10-12,2023-12-29
17004,2020-02-24,14,1,6722,05588N10,DCF,BNY MELLON ALCENTRA GCI 24 TT FD,2017-10-27,2023-12-29
17005,2014-09-04,11,1,5912,12665010,CVS,C V S HEALTH CORP,1928-09-27,2023-12-29
17007,2017-10-10,73,4,6726,26922A56,CHGX,E T F SERIES SOLUTIONS,2017-10-10,2022-03-18
17008,2017-10-12,73,4,6726,26923G84,VGFO,ETFIS SERIES TRUST I,2017-10-12,2023-12-29
17009,2017-10-18,73,4,6726,26924G81,AIEQ,E T F MANAGERS TRUST,2017-10-18,2023-12-29
17010,2017-10-18,73,4,6726,45409F82,MMIT,INDEXIQ ACTIVE E T F TRUST,2017-10-18,2023-12-29
17011,2017-10-18,73,4,6726,45409F84,MMIN,INDEXIQ ACTIVE E T F TRUST,2017-10-18,2023-12-29
17012,2017-10-13,73,4,6726,50076785,KGRN,KRANESHARES TRUST,2017-10-13,2023-12-29
17015,2017-10-12,73,4,6726,50076787,KEMQ,KRANESHARES TRUST,2017-10-12,2023-12-29
17016,2017-10-31,73,4,6726,66538H53,BIBL,NORTHERN LIGHTS FUND TR IV,2017-10-31,2023-12-29
17017,2021-04-05,11,2,1389,67091K30,NES,NUVERRA ENVIRONMENTAL SOLUTS INC,2017-10-12,2022-02-23
17018,2017-10-02,73,4,6726,67092P87,NUBD,NUSHARES E T F TRUST,2017-10-02,2023-12-29
17019,2019-09-11,31,1,6719,74779810,QD,QUDIAN INC,2017-10-18,2023-12-29
17020,2017-10-11,73,4,6726,80852472,SCHK,SCHWAB STRATEGIC TRUST,2017-10-11,2023-12-29
17023,2018-08-27,31,1,6799,81141R10,SE,SEA LTD,2017-10-20,2023-12-29
17024,2017-10-26,73,4,6726,90291F10,ULVM,U S A A ETF TRUST,2017-10-26,2019-06-28
17025,2017-10-26,73,4,6726,90291F20,USVM,U S A A ETF TRUST,2017-10-26,2019-06-28
17026,2017-10-26,73,4,6726,90291F30,UIVM,U S A A ETF TRUST,2017-10-26,2019-06-28
17027,2017-10-26,73,4,6726,90291F40,UEVM,U S A A ETF TRUST,2017-10-26,2019-06-28
17028,2017-10-26,73,4,6726,90291F50,USTB,U S A A ETF TRUST,2017-10-26,2019-06-28
17029,2017-10-26,73,4,6726,90291F60,UITB,U S A A ETF TRUST,2017-10-26,2019-06-28
17030,2021-09-01,73,4,6726,92189F14,LFEQ,VANECK E T F TRUST,2017-10-05,2023-12-29
17031,2017-10-03,44,1,6726,98400T10,XFLT,X A I OCTAGON FL RT & ALT INC TT,2017-10-03,2023-12-29
17032,2021-04-05,11,1,6799,23204X10,CTOS,CUSTOM TRUCK ONE SOURCE INC,2017-10-06,2023-12-29
17033,2017-10-27,12,1,5051,L6735910,NEXA,NEXA RESOURCES S A,2017-10-27,2023-12-29
17034,2017-11-01,11,3,9999,02136910,ALTR,ALTAIR ENGINEERING INC,2017-11-01,2023-12-29
17035,2017-11-02,11,1,3589,30057T10,AQUA,EVOQUA WATER TECHNOLOGIES CORP,2017-11-02,2023-05-23
17036,2018-01-25,11,1,6719,13765N10,CNNE,CANNAE HOLDINGS INC,2017-11-20,2023-12-29
17037,2017-11-17,11,1,7372,78781P10,SAIL,SAILPOINT TECHNOLOGIES HLDGS INC,2017-11-17,2022-08-15
17038,2017-11-17,11,3,9999,86089710,SFIX,STITCH FIX INC,2017-11-17,2023-12-29
17039,2022-05-06,11,1,1222,20854L10,CEIX,CONSOL ENERGY INC NEW,2017-11-29,2023-12-29
17040,2017-12-05,12,1,3714,G2709G10,DLPH,DELPHI TECHNOLOGIES PLC,2017-12-05,2020-10-01
17041,2017-11-02,11,3,9999,63008J10,NAOV,NANOVIBRONIX INC,2017-11-02,2023-12-29
17042,2017-11-02,11,3,9999,01811910,ALNA,ALLENA PHARMACEUTICALS INC,2017-11-02,2022-09-07
17043,2017-11-02,11,3,9999,36100810,FNKO,FUNKO INC,2017-11-02,2023-12-29
17044,2017-11-02,11,3,9999,84833T10,SPRO,SPERO THERAPEUTICS INC,2017-11-02,2023-12-29
17045,2017-11-03,11,3,9999,00108J10,ACMR,A C M RESEARCH INC,2017-11-03,2023-12-29
17046,2017-11-03,11,1,3674,03842Q10,AQ,AQUANTIA CORP,2017-11-03,2019-09-18
17047,2017-11-17,11,1,6531,09629F10,BXG,BLUEGREEN VACATIONS CORP,2017-11-17,2021-05-05
17050,2017-11-14,11,1,6733,21988010,CCT,CORPORATE CAPITAL TRUST INC,2017-11-14,2018-12-19
17051,2017-11-15,73,4,6726,25460E64,PILL,DIREXION SHARES E T F TRUST,2017-11-15,2023-12-29
17052,2017-11-29,73,4,6726,26922A58,EEMD,E T F SERIES SOLUTIONS,2017-11-29,2023-12-29
17053,2017-11-29,73,4,6726,26922A59,SPDV,E T F SERIES SOLUTIONS,2017-11-29,2023-12-29
17054,2017-11-09,73,4,6726,26923G83,EMEM,ETFIS SERIES TRUST I,2017-11-09,2020-01-24
17055,2017-11-08,73,4,6726,29382880,ENTR,ENTREPRENEURSHARES SERIES TRUST,2017-11-08,2023-12-29
17058,2022-06-21,31,1,6719,35101A30,FEDU,FOUR SEASONS ED CAYMAN INC,2017-11-08,2023-12-29
17059,2017-11-06,73,4,6726,35473P63,FLJH,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17060,2017-11-06,73,4,6726,35473P64,FLEH,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17061,2017-11-06,73,4,6726,35473P65,FLEE,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17062,2017-11-06,73,4,6726,35473P67,FLGB,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17063,2017-11-06,73,4,6726,35473P68,FLTW,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17066,2017-11-06,73,4,6726,35473P71,FLKR,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17067,2017-11-06,73,4,6726,35473P73,FLMX,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17068,2017-11-06,73,4,6726,35473P74,FLJP,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17069,2017-11-06,73,4,6726,35473P75,FLIY,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-11-09
17070,2017-11-06,73,4,6726,35473P77,FLHK,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17071,2017-11-06,73,4,6726,35473P78,FLGR,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17073,2020-11-18,11,1,1389,27032D30,ESTE,EARTHSTONE ENERGY INC,1975-05-02,2023-10-31
17074,2017-11-06,73,4,6726,35473P79,FLFR,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-11-09
17075,2017-11-06,73,4,6726,35473P81,FLCH,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17076,2017-11-06,73,4,6726,35473P82,FLCA,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17077,2017-11-06,73,4,6726,35473P83,FLBR,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17078,2017-11-06,73,4,6726,35473P84,FLAU,FRANKLIN TEMPLETON E T F TRUST,2017-11-06,2023-12-29
17079,2017-11-16,11,2,1389,40262950,GLF,GULFMARK OFFSHORE INC,2017-11-16,2018-11-15
17081,2019-09-09,44,1,6722,43010E40,HFRO,HIGHLAND INCOME FUND,2017-11-06,2023-12-29
17082,2019-10-29,44,1,6726,46136K10,IHTA,INVESCO HIGH INCOME 2024 TT FUND,2017-11-30,2023-12-29
17083,2017-11-09,73,4,6726,46641Q75,JVAL,J P MORGAN E T F TRUST,2017-11-09,2023-12-29
17084,2017-11-09,73,4,6726,46641Q76,JQUA,J P MORGAN E T F TRUST,2017-11-09,2023-12-29
17085,2017-11-09,73,4,6726,46641Q77,JMOM,J P MORGAN E T F TRUST,2017-11-09,2023-12-29
17086,2017-11-09,73,4,6726,46641Q78,JMIN,J P MORGAN E T F TRUST,2017-11-09,2022-09-06
17087,2017-11-09,73,4,6726,46641Q79,JDIV,J P MORGAN E T F TRUST,2017-11-09,2022-09-06
17088,2020-10-30,31,1,6719,47738D30,JT,JIANPU TECHNOLOGY INC,2017-11-16,2023-12-29
17089,2017-11-09,73,4,6726,47804J84,JHSC,JOHN HANCOCK E T F TRUST,2017-11-09,2023-12-29
17090,2020-11-23,11,2,6799,70214110,ID,PARTS ID INC,2017-11-30,2023-12-26
17091,2019-05-01,11,2,7311,12482W10,YCBD,CBDMD INC,2017-11-17,2023-12-29
17092,2017-11-01,31,1,3241,54150E10,LOMA,LOMA NEGRA CORP,2017-11-01,2023-12-29
17093,2022-11-15,11,1,6712,59177410,MCB,METROPOLITAN BANK HOLDING CORP,2017-11-08,2023-12-29
17094,2019-11-29,31,1,6163,31810T10,FINV,FINVOLUTION GROUP,2017-11-10,2023-12-29
17095,2017-11-16,73,4,6726,74347B36,EMTY,PROSHARES TRUST,2017-11-16,2023-12-29
17096,2017-11-16,73,4,6726,74347B37,CLIX,PROSHARES TRUST,2017-11-16,2023-12-29
17097,2017-11-15,11,1,7374,81688310,SEND,SENDGRID INC,2017-11-15,2019-01-31
17098,2018-02-07,31,1,7371,83409V10,SOGO,SOGOU INC,2017-11-09,2021-09-23
17100,2022-02-15,31,3,7379,84651710,LOV,SPARK NETWORKS S E,2017-11-17,2023-09-07
17103,2020-10-05,11,2,2834,98980M10,ZOM,ZOMEDICA CORP,2017-11-21,2023-12-29
17104,2017-11-09,11,3,9999,03753U10,APLS,APELLIS PHARMACEUTICALS INC,2017-11-09,2023-12-29
17105,2019-03-14,11,3,9999,98420X10,XFOR,X4 PHARMACEUTICALS INC,2017-11-16,2023-12-29
17106,2017-11-10,11,3,9999,05988J10,BAND,BANDWIDTH INC,2017-11-10,2023-12-29
17107,2017-11-30,11,3,0,10319710,BOXL,BOXLIGHT CORP,2017-11-30,2023-12-29
17108,2022-10-03,11,3,9999,85892710,STEL,STELLAR BANCORP INC,2017-11-08,2023-12-29
17109,2019-05-02,12,3,9999,G5223X10,KXIN,KAIXIN AUTO HOLDINGS,2017-11-06,2023-12-29
17110,2017-11-10,31,3,9999,29604W10,ERYP,ERYTECH PHARMA S A,2017-11-10,2023-12-29
17112,2017-11-02,73,3,6726,33739P30,FMHI,FIRST TR EXCHANGE TRADED FD III,2017-11-02,2023-12-29
17113,2021-12-16,31,3,9999,98422P10,AHG,AKSO HEALTH GROUP,2017-11-03,2023-12-29
17114,2017-11-17,11,3,9999,42087010,HYAC,HAYMAKER ACQUISITION CORP,2017-11-17,2019-03-19
17115,2017-11-08,12,3,9999,N4482110,IFRX,INFLARX N V,2017-11-08,2023-12-29
17116,2017-11-20,11,3,9999,54351810,LOOP,LOOP INDUSTRIES INC,2017-11-20,2023-12-29
17117,2018-08-27,11,3,9999,58958P10,MRBK,MERIDIAN CORP,2017-11-07,2023-12-29
17119,2017-11-09,73,3,6726,74255Y83,PXUS,PRINCIPAL EXCHANGE TRADED FUNDS,2017-11-09,2019-06-11
17120,2017-11-29,12,3,9999,G7527110,RETO,RETO ECO SOLUTIONS INC,2017-11-29,2023-12-29
17121,2017-11-17,11,3,9999,85917W10,SBT,STERLING BANCORP INC,2017-11-17,2023-12-29
17122,2017-11-17,11,3,9999,81064810,SCPH,SCPHARMACEUTICALS INC,2017-11-17,2023-12-29
17123,2017-11-02,73,3,6726,33741X10,SDVY,FIRST TRUST E T F VI,2017-11-02,2023-12-29
17124,2017-11-09,73,3,6726,92206C57,VTC,VANGUARD SCOTTSDALE FUNDS,2017-11-09,2023-12-29
17125,2017-12-08,11,3,9999,24823R10,DNLI,DENALI THERAPEUTICS INC,2017-12-08,2023-12-29
17126,2017-12-15,11,3,9999,65158N10,NMRK,NEWMARK GROUP INC,2017-12-15,2023-12-29
17127,2017-12-22,12,3,9999,G3206V10,ESTR,ESTRE AMBIENTAL INC,2017-12-22,2020-01-31
17130,2018-01-02,12,3,9999,G9001E12,LILAK,LIBERTY LATIN AMERICA LTD,2018-01-02,2023-12-29
17131,2018-01-02,12,3,9999,G9001E10,LILA,LIBERTY LATIN AMERICA LTD,2018-01-02,2023-12-29
